order_id,product_id,category,quantity,unit_price,line_revenue
O00325,P0023,Books,3,382.87,1148.61
O00326,P0075,Sports,1,194.61,194.61
O00326,P0117,Sports,2,122.4,244.8
O00326,P0113,Books,3,272.47,817.41
O00327,P0052,Sports,2,621.03,1242.06
O00328,P0152,Home,2,80.01,160.02
O00328,P0159,Electronics,2,88.64,177.28
O00329,P0141,Home,2,91.0,182.0
O00329,P0107,Beauty,3,310.59,931.77
O00329,P0107,Home,2,1434.94,2869.88
O00330,P0046,Sports,1,80.39,80.39
O00330,P0105,Sports,3,491.11,1473.33
O00331,P0162,Sports,1,61.62,61.62
O00332,P0010,Sports,1,52.39,52.39
O00332,P0035,Electronics,1,214.06,214.06
O00332,P0039,Fashion,2,215.32,430.64
O00333,P0002,Fashion,2,51.68,103.36
O00333,P0074,Electronics,2,249.25,498.5
O00334,P0124,Home,2,322.42,644.84
O00335,P0037,Books,1,93.43,93.43
O00336,P0099,Electronics,1,106.74,106.74
O00336,P0029,Beauty,3,51.0,153.0
O00337,P0161,Beauty,1,280.28,280.28
O00337,P0060,Books,3,193.55,580.65
O00337,P0054,Fashion,1,284.03,284.03
O00338,P0082,Beauty,1,79.19,79.19
O00338,P0069,Toys,3,811.78,2435.34
O00339,P0002,Toys,1,88.39,88.39
O00339,P0166,Toys,3,196.0,588.0
O00340,P0027,Books,3,296.43,889.29
O00341,P0146,Books,2,524.66,1049.32
O00342,P0048,Home,2,382.1,764.2
O00343,P0009,Toys,3,71.98,215.94
O00343,P0024,Electronics,1,131.09,131.09
O00344,P0133,Beauty,1,252.48,252.48
O00344,P0044,Sports,3,177.22,531.66
O00344,P0097,Books,3,50.98,152.94
O00345,P0103,Fashion,1,150.68,150.68
O00345,P0172,Toys,3,83.93,251.79
O00346,P0004,Books,2,194.68,389.36
O00346,P0012,Books,1,183.57,183.57
O00347,P0020,Sports,1,70.66,70.66
O00347,P0058,Sports,3,185.02,555.06
O00347,P0026,Toys,2,169.3,338.6
O00348,P0114,Books,2,36.13,72.26
O00348,P0141,Beauty,1,64.68,64.68
O00349,P0165,Beauty,3,145.35,436.05
O00349,P0103,Books,2,182.6,365.2
O00349,P0016,Home,3,129.07,387.21
O00350,P0006,Toys,2,38.28,76.56
O00350,P0158,Sports,3,109.89,329.67
O00351,P0134,Fashion,2,163.42,326.84
O00352,P0043,Sports,3,182.03,546.09
O00353,P0045,Toys,2,528.62,1057.24
O00354,P0005,Fashion,1,250.92,250.92
O00354,P0114,Fashion,1,95.89,95.89
O00354,P0113,Electronics,2,278.15,556.3
O00355,P0031,Fashion,1,392.17,392.17
O00355,P0029,Books,2,297.3,594.6
O00355,P0097,Home,2,93.04,186.08
O00356,P0020,Beauty,2,432.37,864.74
O00356,P0087,Beauty,3,123.36,370.08
O00357,P0114,Fashion,1,456.27,456.27
O00357,P0121,Home,2,47.79,95.58
O00358,P0055,Home,3,229.18,687.54
O00359,P0146,Sports,3,223.51,670.53
O00360,P0093,Sports,3,340.98,1022.94
O00360,P0068,Sports,2,58.77,117.54
O00361,P0086,Electronics,1,333.29,333.29
O00361,P0173,Books,1,151.64,151.64
O00362,P0108,Home,2,255.71,511.42
O00362,P0010,Toys,2,284.02,568.04
O00363,P0025,Fashion,2,227.84,455.68
O00363,P0012,Electronics,3,123.83,371.49
O00363,P0042,Books,2,64.09,128.18
O00364,P0101,Electronics,3,244.91,734.73
O00365,P0047,Toys,3,159.05,477.15
O00365,P0019,Beauty,2,735.99,1471.98
O00366,P0045,Books,3,69.37,208.11
O00367,P0035,Fashion,3,92.55,277.65
O00367,P0146,Home,3,186.09,558.27
O00368,P0152,Electronics,2,58.5,117.0
O00368,P0176,Books,1,143.01,143.01
O00368,P0130,Sports,3,48.35,145.05
O00369,P0107,Electronics,3,166.11,498.33
O00369,P0129,Fashion,3,80.7,242.1
O00370,P0053,Books,1,89.32,89.32
O00370,P0074,Electronics,2,362.21,724.42
O00370,P0105,Books,1,278.51,278.51
O00371,P0114,Books,1,70.51,70.51
O00372,P0103,Fashion,1,208.58,208.58
O00372,P0074,Home,2,192.53,385.06
O00372,P0163,Fashion,2,120.54,241.08
O00373,P0011,Fashion,1,113.24,113.24
O00373,P0053,Books,2,80.07,160.14
O00374,P0141,Electronics,1,74.44,74.44
O00374,P0113,Toys,2,102.22,204.44
O00375,P0150,Toys,1,261.19,261.19
O00376,P0080,Beauty,2,90.68,181.36
O00376,P0030,Books,1,124.19,124.19
O00377,P0062,Sports,1,101.37,101.37
O00377,P0011,Books,1,189.94,189.94
O00377,P0130,Beauty,1,246.23,246.23
O00378,P0154,Home,2,31.26,62.52
O00378,P0048,Home,2,88.26,176.52
O00378,P0033,Fashion,3,103.6,310.8
O00379,P0113,Sports,2,199.94,399.88
O00380,P0148,Home,2,50.46,100.92
O00381,P0177,Toys,2,111.91,223.82
O00381,P0106,Beauty,3,402.57,1207.71
O00381,P0172,Beauty,2,238.62,477.24
O00382,P0029,Home,3,268.86,806.58
O00382,P0075,Fashion,3,55.31,165.93
O00382,P0023,Home,1,126.55,126.55
O00383,P0170,Beauty,1,227.49,227.49
O00384,P0125,Sports,3,190.57,571.71
O00384,P0156,Books,2,79.36,158.72
O00385,P0093,Books,1,63.53,63.53
O00385,P0177,Books,3,226.25,678.75
O00386,P0151,Toys,3,477.8,1433.4
O00387,P0134,Books,2,187.96,375.92
O00387,P0003,Sports,3,245.44,736.32
O00388,P0138,Home,3,95.3,285.9
O00389,P0019,Beauty,1,176.34,176.34
O00389,P0030,Sports,2,57.96,115.92
O00389,P0023,Books,1,198.01,198.01
O00390,P0010,Electronics,2,58.74,117.48
O00390,P0150,Home,3,379.47,1138.41
O00390,P0096,Home,2,136.04,272.08
O00391,P0151,Sports,2,116.69,233.38
O00391,P0098,Sports,1,326.15,326.15
O00392,P0173,Books,2,106.47,212.94
O00392,P0036,Fashion,2,304.45,608.9
O00392,P0024,Home,3,424.74,1274.22
O00393,P0060,Home,1,165.76,165.76
O00393,P0160,Toys,3,256.77,770.31
O00393,P0138,Books,3,155.41,466.23
O00394,P0056,Electronics,1,195.43,195.43
O00394,P0159,Home,2,185.71,371.42
O00394,P0135,Beauty,3,181.67,545.01
O00395,P0173,Books,3,379.76,1139.28
O00395,P0069,Beauty,1,193.43,193.43
O00396,P0142,Electronics,3,127.57,382.71
O00396,P0091,Home,3,206.16,618.48
O00396,P0171,Electronics,3,91.42,274.26
O00397,P0007,Sports,1,254.6,254.6
O00397,P0060,Sports,2,138.12,276.24
O00397,P0110,Beauty,1,206.62,206.62
O00398,P0043,Home,2,236.0,472.0
O00399,P0164,Electronics,1,350.78,350.78
O00400,P0085,Books,3,293.71,881.13
O00400,P0150,Books,2,568.34,1136.68
O00400,P0134,Sports,3,429.91,1289.73
O00401,P0044,Toys,3,147.52,442.56
O00401,P0066,Home,2,332.15,664.3
O00401,P0099,Electronics,3,223.49,670.47
O00402,P0179,Toys,2,240.88,481.76
O00402,P0024,Toys,3,36.91,110.73
O00402,P0133,Sports,1,82.09,82.09
O00403,P0146,Toys,3,195.47,586.41
O00403,P0021,Books,2,226.05,452.1
O00403,P0021,Toys,1,131.53,131.53
O00404,P0093,Books,2,149.18,298.36
O00404,P0103,Electronics,3,176.09,528.27
O00404,P0109,Books,3,181.33,543.99
O00405,P0092,Electronics,2,185.36,370.72
O00405,P0139,Sports,3,214.01,642.03
O00405,P0136,Sports,2,194.47,388.94
O00406,P0122,Fashion,2,117.95,235.9
O00406,P0109,Sports,3,194.03,582.09
O00407,P0060,Electronics,1,102.31,102.31
O00408,P0055,Sports,2,80.43,160.86
O00409,P0082,Electronics,3,433.91,1301.73
O00409,P0123,Sports,2,226.0,452.0
O00410,P0142,Electronics,2,116.02,232.04
O00411,P0060,Electronics,3,235.39,706.17
O00411,P0042,Home,2,112.4,224.8
O00411,P0092,Toys,3,40.74,122.22
O00412,P0068,Toys,1,225.69,225.69
O00412,P0116,Fashion,1,173.96,173.96
O00413,P0127,Toys,2,166.79,333.58
O00414,P0172,Sports,1,16.57,16.57
O00414,P0155,Home,3,897.15,2691.45
O00414,P0077,Home,1,147.59,147.59
O00415,P0119,Fashion,3,206.59,619.77
O00415,P0046,Fashion,3,259.33,777.99
O00416,P0116,Books,1,165.0,165.0
O00416,P0104,Electronics,3,101.45,304.35
O00417,P0023,Home,3,32.78,98.34
O00417,P0115,Fashion,2,387.42,774.84
O00418,P0028,Home,2,40.41,80.82
O00419,P0109,Fashion,2,42.64,85.28
O00420,P0051,Beauty,3,327.87,983.61
O00421,P0141,Books,2,213.69,427.38
O00422,P0008,Electronics,2,51.9,103.8
O00422,P0133,Sports,1,194.75,194.75
O00422,P0173,Sports,1,324.4,324.4
O00423,P0152,Fashion,2,175.39,350.78
O00423,P0054,Home,1,185.91,185.91
O00424,P0172,Home,3,220.63,661.89
O00425,P0126,Home,3,116.37,349.11
O00426,P0048,Toys,3,471.72,1415.16
O00426,P0112,Books,1,164.78,164.78
O00426,P0129,Toys,1,142.87,142.87
O00427,P0099,Beauty,1,185.34,185.34
O00427,P0107,Books,2,167.24,334.48
O00428,P0156,Beauty,3,122.14,366.42
O00428,P0126,Home,1,103.29,103.29
O00428,P0055,Electronics,3,512.02,1536.06
O00429,P0147,Sports,2,89.16,178.32
O00429,P0045,Home,3,151.37,454.11
O00430,P0153,Electronics,3,74.04,222.12
O00431,P0041,Fashion,1,124.66,124.66
O00431,P0071,Books,2,86.23,172.46
O00432,P0125,Books,1,55.93,55.93
O00432,P0068,Sports,2,119.39,238.78
O00433,P0031,Home,1,133.63,133.63
O00433,P0066,Sports,2,73.13,146.26
O00433,P0043,Fashion,2,221.56,443.12
O00434,P0095,Fashion,2,111.14,222.28
O00434,P0098,Home,3,122.94,368.82
O00435,P0056,Toys,1,113.54,113.54
O00436,P0090,Beauty,3,128.64,385.92
O00437,P0044,Home,1,291.7,291.7
O00438,P0112,Books,2,101.79,203.58
O00438,P0070,Home,3,170.99,512.97
O00438,P0179,Beauty,2,131.31,262.62
O00439,P0136,Electronics,3,86.53,259.59
O00439,P0003,Books,2,98.73,197.46
O00439,P0097,Beauty,1,147.24,147.24
O00440,P0120,Books,2,247.87,495.74
O00440,P0073,Electronics,2,221.14,442.28
O00440,P0087,Books,3,300.78,902.34
O00441,P0173,Fashion,3,53.61,160.83
O00442,P0068,Sports,1,256.14,256.14
O00442,P0012,Toys,2,372.66,745.32
O00442,P0082,Home,2,345.12,690.24
O00443,P0029,Fashion,2,107.01,214.02
O00444,P0118,Toys,2,46.79,93.58
O00445,P0154,Electronics,1,204.9,204.9
O00445,P0165,Home,3,823.42,2470.26
O00445,P0022,Sports,2,150.77,301.54
O00446,P0148,Fashion,2,104.43,208.86
O00447,P0176,Fashion,2,333.87,667.74
O00447,P0116,Toys,3,143.21,429.63
O00447,P0156,Sports,1,256.66,256.66
O00448,P0166,Beauty,2,591.36,1182.72
O00449,P0082,Beauty,1,265.1,265.1
O00450,P0178,Electronics,3,124.48,373.44
O00451,P0051,Sports,1,127.53,127.53
O00451,P0073,Fashion,1,201.07,201.07
O00451,P0140,Sports,3,153.85,461.55
O00452,P0070,Sports,2,100.75,201.5
O00452,P0057,Beauty,2,494.07,988.14
O00452,P0078,Beauty,3,153.98,461.94
O00453,P0041,Beauty,3,386.32,1158.96
O00453,P0168,Home,1,221.86,221.86
O00454,P0020,Toys,2,184.89,369.78
O00454,P0073,Beauty,3,163.44,490.32
O00455,P0060,Toys,3,125.24,375.72
O00456,P0041,Home,3,63.88,191.64
O00456,P0060,Toys,1,138.06,138.06
O00456,P0003,Home,2,224.5,449.0
O00457,P0094,Books,1,91.43,91.43
O00458,P0013,Home,3,48.96,146.88
O00458,P0031,Home,3,253.38,760.14
O00459,P0169,Home,2,40.95,81.9
O00460,P0020,Beauty,3,21.22,63.66
O00460,P0131,Books,1,41.42,41.42
O00460,P0010,Books,1,309.28,309.28
O00461,P0130,Electronics,2,241.47,482.94
O00462,P0005,Books,1,200.08,200.08
O00462,P0099,Sports,2,162.53,325.06
O00463,P0150,Sports,1,53.85,53.85
O00464,P0176,Home,1,55.6,55.6
O00464,P0168,Books,1,564.16,564.16
O00465,P0086,Beauty,1,139.84,139.84
O00465,P0074,Home,2,431.99,863.98
O00466,P0024,Fashion,3,129.04,387.12
O00466,P0042,Home,3,148.8,446.4
O00466,P0123,Beauty,1,99.97,99.97
O00467,P0057,Fashion,1,87.77,87.77
O00467,P0170,Fashion,1,140.75,140.75
O00468,P0060,Books,1,220.92,220.92
O00469,P0050,Electronics,3,168.46,505.38
O00470,P0118,Beauty,1,283.04,283.04
O00470,P0080,Books,1,119.13,119.13
O00470,P0140,Home,1,173.59,173.59
O00471,P0124,Books,2,56.38,112.76
O00471,P0059,Sports,3,142.97,428.91
O00472,P0145,Electronics,3,18.36,55.08
O00472,P0168,Beauty,3,54.86,164.58
O00472,P0018,Fashion,1,197.88,197.88
O00473,P0001,Electronics,1,253.24,253.24
O00473,P0002,Fashion,3,74.77,224.31
O00474,P0050,Toys,2,312.66,625.32
O00474,P0108,Sports,2,138.78,277.56
O00474,P0002,Books,2,59.59,119.18
O00475,P0101,Electronics,3,210.41,631.23
O00475,P0077,Beauty,3,94.57,283.71
O00476,P0065,Toys,2,189.18,378.36
O00476,P0005,Home,2,194.97,389.94
O00476,P0146,Books,2,95.1,190.2
O00477,P0131,Home,1,84.35,84.35
O00477,P0127,Books,3,142.12,426.36
O00478,P0039,Home,2,255.6,511.2
O00478,P0087,Sports,2,274.18,548.36
O00478,P0085,Sports,1,132.85,132.85
O00479,P0173,Toys,1,64.2,64.2
O00479,P0090,Electronics,2,138.73,277.46
O00480,P0027,Sports,1,233.03,233.03
O00480,P0015,Electronics,3,126.0,378.0
O00481,P0094,Home,1,80.69,80.69
O00481,P0045,Beauty,3,210.46,631.38
O00481,P0063,Books,1,232.94,232.94
O00482,P0073,Fashion,1,75.62,75.62
O00482,P0102,Home,1,58.41,58.41
O00483,P0021,Sports,2,156.91,313.82
O00484,P0081,Fashion,1,79.36,79.36
O00484,P0172,Fashion,2,84.04,168.08
O00485,P0079,Electronics,3,68.66,205.98
O00485,P0076,Sports,2,56.78,113.56
O00485,P0089,Fashion,3,527.65,1582.95
O00486,P0077,Home,2,60.19,120.38
O00486,P0030,Fashion,1,103.21,103.21
O00486,P0114,Toys,1,297.0,297.0
O00487,P0032,Sports,2,143.9,287.8
O00487,P0077,Electronics,2,90.38,180.76
O00488,P0165,Toys,2,184.05,368.1
O00488,P0170,Fashion,2,822.37,1644.74
O00489,P0081,Home,1,122.54,122.54
O00489,P0127,Sports,2,164.37,328.74
O00489,P0034,Home,2,410.12,820.24
O00490,P0031,Home,3,105.83,317.49
O00491,P0111,Books,2,299.23,598.46
O00491,P0007,Electronics,1,123.34,123.34
O00491,P0118,Books,3,256.52,769.56
O00492,P0070,Sports,3,197.75,593.25
O00493,P0083,Home,1,167.17,167.17
O00493,P0101,Sports,1,53.03,53.03
O00493,P0049,Electronics,2,70.74,141.48
O00494,P0162,Toys,3,408.87,1226.61
O00494,P0178,Books,3,190.33,570.99
O00495,P0145,Toys,1,289.26,289.26
O00496,P0173,Sports,2,92.36,184.72
O00496,P0061,Sports,1,94.71,94.71
O00497,P0081,Sports,1,128.63,128.63
O00497,P0127,Toys,1,642.68,642.68
O00497,P0008,Toys,1,71.95,71.95
O00498,P0002,Fashion,1,95.05,95.05
O00498,P0127,Toys,2,106.25,212.5
O00498,P0177,Beauty,2,237.19,474.38
O00499,P0050,Home,2,637.94,1275.88
O00500,P0153,Sports,2,119.18,238.36
O00500,P0073,Home,1,491.65,491.65
O00501,P0172,Beauty,1,188.33,188.33
O00502,P0134,Toys,3,23.92,71.76
O00502,P0101,Electronics,2,268.26,536.52
O00503,P0095,Toys,1,300.9,300.9
O00503,P0158,Electronics,1,174.24,174.24
O00504,P0115,Toys,3,126.33,378.99
O00504,P0090,Fashion,3,58.65,175.95
O00505,P0112,Toys,3,127.15,381.45
O00505,P0078,Sports,2,134.66,269.32
O00505,P0019,Fashion,1,87.88,87.88
O00506,P0025,Books,2,82.93,165.86
O00506,P0024,Toys,2,129.64,259.28
O00506,P0112,Fashion,3,398.43,1195.29
O00507,P0022,Books,1,96.07,96.07
O00508,P0056,Toys,3,95.79,287.37
O00508,P0051,Books,3,297.59,892.77
O00509,P0157,Beauty,3,121.27,363.81
O00510,P0127,Home,2,279.46,558.92
O00511,P0135,Books,2,118.98,237.96
O00511,P0094,Beauty,1,150.91,150.91
O00511,P0175,Electronics,3,145.33,435.99
O00512,P0113,Toys,2,135.86,271.72
O00513,P0108,Home,2,138.39,276.78
O00514,P0028,Home,2,125.67,251.34
O00514,P0158,Beauty,2,71.83,143.66
O00514,P0001,Home,1,328.68,328.68
O00515,P0130,Books,1,350.22,350.22
O00515,P0082,Books,3,81.68,245.04
O00516,P0071,Sports,1,175.7,175.7
O00517,P0094,Fashion,2,300.4,600.8
O00517,P0081,Electronics,1,173.05,173.05
O00518,P0124,Home,2,149.7,299.4
O00519,P0120,Electronics,3,100.07,300.21
O00519,P0164,Home,3,94.26,282.78
O00520,P0024,Fashion,1,200.37,200.37
O00521,P0107,Fashion,1,128.79,128.79
O00521,P0165,Fashion,2,35.88,71.76
O00521,P0022,Fashion,2,136.2,272.4
O00522,P0044,Books,1,469.53,469.53
O00522,P0164,Books,3,32.82,98.46
O00522,P0153,Beauty,3,229.46,688.38
O00523,P0092,Fashion,1,60.55,60.55
O00524,P0021,Electronics,3,156.33,468.99
O00525,P0079,Beauty,1,420.02,420.02
O00526,P0132,Fashion,3,66.58,199.74
O00527,P0017,Books,3,160.51,481.53
O00528,P0060,Sports,1,445.58,445.58
O00528,P0100,Electronics,1,125.64,125.64
O00528,P0141,Toys,3,644.36,1933.08
O00529,P0137,Toys,2,359.73,719.46
O00529,P0021,Home,2,220.67,441.34
O00529,P0047,Electronics,1,182.63,182.63
O00530,P0125,Sports,1,580.51,580.51
O00530,P0156,Sports,3,102.24,306.72
O00531,P0160,Toys,3,56.81,170.43
O00531,P0083,Home,1,104.37,104.37
O00531,P0047,Books,2,893.51,1787.02
O00532,P0029,Electronics,2,302.09,604.18
O00532,P0118,Fashion,3,166.55,499.65
O00533,P0042,Books,2,47.76,95.52
O00534,P0048,Books,3,57.19,171.57
O00534,P0139,Beauty,3,151.59,454.77
O00534,P0045,Home,1,229.43,229.43
O00535,P0137,Sports,2,340.99,681.98
O00535,P0033,Beauty,3,125.91,377.73
O00535,P0003,Fashion,3,194.05,582.15
O00536,P0136,Beauty,3,98.92,296.76
O00536,P0174,Beauty,1,130.03,130.03
O00537,P0040,Home,3,331.22,993.66
O00537,P0049,Home,2,540.51,1081.02
O00538,P0053,Beauty,2,102.88,205.76
O00539,P0138,Home,3,73.48,220.44
O00539,P0031,Fashion,2,458.35,916.7
O00540,P0091,Toys,1,108.28,108.28
O00541,P0045,Beauty,1,164.07,164.07
O00541,P0120,Beauty,3,186.13,558.39
O00541,P0007,Home,3,112.93,338.79
O00542,P0051,Electronics,3,65.38,196.14
O00542,P0016,Sports,3,419.84,1259.52
O00543,P0025,Electronics,1,199.34,199.34
O00543,P0026,Books,3,55.72,167.16
O00543,P0024,Fashion,3,566.81,1700.43
O00544,P0095,Toys,2,61.13,122.26
O00544,P0124,Sports,3,245.96,737.88
O00545,P0111,Sports,2,150.94,301.88
O00545,P0006,Fashion,3,266.63,799.89
O00546,P0065,Fashion,2,67.3,134.6
O00546,P0136,Electronics,3,508.1,1524.3
O00546,P0064,Sports,3,119.06,357.18
O00547,P0043,Beauty,2,384.61,769.22
O00547,P0047,Fashion,3,557.53,1672.59
O00547,P0153,Toys,1,232.44,232.44
O00548,P0134,Books,2,143.41,286.82
O00549,P0177,Toys,2,67.12,134.24
O00549,P0044,Toys,3,46.97,140.91
O00550,P0071,Fashion,1,78.8,78.8
O00551,P0049,Electronics,3,435.69,1307.07
O00552,P0019,Books,1,278.79,278.79
O00553,P0020,Electronics,2,400.86,801.72
O00553,P0074,Beauty,1,353.34,353.34
O00553,P0020,Beauty,1,151.91,151.91
O00554,P0074,Beauty,1,147.57,147.57
O00554,P0003,Beauty,3,259.9,779.7
O00554,P0049,Beauty,2,118.47,236.94
O00555,P0003,Beauty,2,93.22,186.44
O00556,P0105,Electronics,2,114.12,228.24
O00556,P0119,Books,1,292.64,292.64
O00556,P0158,Books,2,251.91,503.82
O00557,P0048,Fashion,2,237.68,475.36
O00557,P0059,Sports,1,411.62,411.62
O00558,P0127,Sports,2,166.44,332.88
O00559,P0132,Books,1,80.58,80.58
O00559,P0013,Electronics,1,33.99,33.99
O00560,P0056,Sports,1,127.64,127.64
O00561,P0120,Fashion,2,496.07,992.14
O00561,P0165,Electronics,2,141.48,282.96
O00562,P0098,Sports,2,86.63,173.26
O00563,P0129,Toys,2,68.97,137.94
O00564,P0168,Beauty,1,37.3,37.3
O00565,P0171,Fashion,3,203.54,610.62
O00565,P0152,Home,3,356.3,1068.9
O00565,P0115,Fashion,2,252.32,504.64
O00566,P0008,Home,2,100.34,200.68
O00566,P0160,Books,3,94.31,282.93
O00567,P0119,Home,2,91.76,183.52
O00568,P0148,Fashion,1,38.5,38.5
O00568,P0005,Toys,1,79.99,79.99
O00568,P0100,Fashion,2,172.99,345.98
O00569,P0011,Beauty,3,314.3,942.9
O00569,P0067,Fashion,3,320.39,961.17
O00570,P0086,Home,1,361.32,361.32
O00571,P0164,Beauty,3,119.81,359.43
O00571,P0176,Home,2,445.85,891.7
O00572,P0089,Fashion,3,65.37,196.11
O00573,P0109,Fashion,2,118.78,237.56
O00574,P0154,Toys,2,238.79,477.58
O00575,P0113,Electronics,1,144.36,144.36
O00576,P0151,Fashion,2,20.41,40.82
O00576,P0151,Electronics,2,69.41,138.82
O00576,P0075,Home,2,135.88,271.76
O00577,P0070,Electronics,1,230.37,230.37
O00578,P0135,Home,1,132.15,132.15
O00579,P0098,Sports,2,205.02,410.04
O00579,P0083,Home,3,224.47,673.41
O00580,P0165,Books,3,114.44,343.32
O00580,P0060,Electronics,2,90.59,181.18
O00581,P0011,Sports,1,66.44,66.44
O00581,P0065,Home,1,223.61,223.61
O00582,P0139,Fashion,2,209.08,418.16
O00582,P0004,Fashion,1,108.55,108.55
O00583,P0163,Fashion,2,134.4,268.8
O00584,P0143,Electronics,2,181.21,362.42
O00584,P0161,Beauty,3,194.07,582.21
O00585,P0107,Toys,1,347.3,347.3
O00585,P0057,Sports,2,102.83,205.66
O00585,P0065,Fashion,2,73.29,146.58
O00586,P0008,Electronics,3,119.82,359.46
O00586,P0084,Toys,3,173.47,520.41
O00587,P0069,Sports,2,134.03,268.06
O00587,P0037,Electronics,2,95.59,191.18
O00587,P0069,Home,1,69.6,69.6
O00588,P0011,Books,1,482.33,482.33
O00588,P0018,Fashion,2,145.09,290.18
O00589,P0044,Sports,3,134.53,403.59
O00589,P0128,Books,1,400.71,400.71
O00590,P0100,Fashion,1,136.99,136.99
O00590,P0021,Fashion,3,102.09,306.27
O00591,P0057,Books,1,115.51,115.51
O00591,P0068,Home,3,58.25,174.75
O00591,P0137,Fashion,3,118.49,355.47
O00592,P0153,Sports,3,242.52,727.56
O00593,P0015,Electronics,1,99.79,99.79
O00593,P0090,Electronics,3,97.98,293.94
O00593,P0105,Beauty,1,158.74,158.74
O00594,P0066,Books,1,263.38,263.38
O00595,P0083,Home,3,69.01,207.03
O00595,P0100,Sports,2,388.56,777.12
O00595,P0131,Books,1,314.24,314.24
O00596,P0105,Books,3,821.29,2463.87
O00597,P0049,Electronics,1,89.72,89.72
O00598,P0043,Books,1,261.97,261.97
O00598,P0161,Sports,3,78.44,235.32
O00598,P0018,Sports,3,64.81,194.43
O00599,P0141,Home,2,94.66,189.32
O00600,P0105,Beauty,1,112.34,112.34
O00600,P0179,Sports,2,513.35,1026.7
O00601,P0073,Electronics,2,56.32,112.64
O00601,P0143,Beauty,1,44.46,44.46
O00602,P0040,Home,1,422.13,422.13
O00603,P0067,Home,1,201.8,201.8
O00604,P0055,Electronics,1,104.72,104.72
O00605,P0086,Books,2,107.12,214.24
O00606,P0068,Fashion,2,85.65,171.3
O00606,P0063,Home,1,58.7,58.7
O00606,P0169,Home,1,148.31,148.31
O00607,P0174,Home,1,260.07,260.07
O00607,P0117,Fashion,3,341.51,1024.53
O00607,P0131,Toys,2,85.85,171.7
O00608,P0126,Beauty,3,109.26,327.78
O00608,P0113,Beauty,2,38.93,77.86
O00608,P0175,Home,2,325.49,650.98
O00609,P0019,Home,1,204.77,204.77
O00609,P0003,Toys,2,322.82,645.64
O00609,P0074,Electronics,2,44.31,88.62
O00610,P0151,Electronics,2,117.71,235.42
O00610,P0147,Beauty,2,225.21,450.42
O00610,P0145,Toys,3,300.56,901.68
O00611,P0043,Books,2,56.94,113.88
O00611,P0133,Home,2,86.08,172.16
O00612,P0063,Home,3,135.92,407.76
O00612,P0126,Books,2,119.72,239.44
O00612,P0142,Books,1,146.81,146.81
O00613,P0060,Beauty,2,134.19,268.38
O00613,P0093,Toys,1,141.91,141.91
O00614,P0126,Beauty,1,63.66,63.66
O00615,P0049,Books,3,275.52,826.56
O00615,P0127,Home,1,120.27,120.27
O00616,P0013,Toys,2,95.32,190.64
O00616,P0169,Fashion,1,511.78,511.78
O00616,P0107,Toys,1,213.31,213.31
O00617,P0130,Toys,3,123.37,370.11
O00617,P0150,Toys,3,86.57,259.71
O00618,P0069,Home,2,441.34,882.68
O00618,P0129,Home,2,145.17,290.34
O00618,P0174,Fashion,2,114.88,229.76
O00619,P0053,Electronics,2,94.43,188.86
O00620,P0079,Electronics,1,249.91,249.91
O00620,P0102,Beauty,3,190.37,571.11
O00621,P0107,Sports,2,104.48,208.96
O00621,P0160,Electronics,2,194.24,388.48
O00622,P0053,Fashion,1,106.27,106.27
O00622,P0147,Toys,3,136.15,408.45
O00622,P0001,Books,1,108.13,108.13
O00623,P0103,Beauty,3,255.84,767.52
O00623,P0057,Toys,3,189.56,568.68
O00624,P0010,Home,3,69.95,209.85
O00624,P0167,Home,1,101.69,101.69
O00625,P0045,Fashion,1,96.4,96.4
O00626,P0156,Sports,3,766.64,2299.92
O00626,P0155,Fashion,3,179.68,539.04
O00626,P0016,Toys,3,24.77,74.31
O00627,P0001,Toys,2,125.76,251.52
O00627,P0146,Home,3,282.67,848.01
O00628,P0095,Fashion,2,149.92,299.84
O00629,P0001,Electronics,2,390.8,781.6
O00630,P0174,Fashion,3,85.35,256.05
O00630,P0094,Home,2,117.99,235.98
O00630,P0177,Fashion,2,120.37,240.74
O00631,P0087,Books,3,361.66,1084.98
O00631,P0049,Books,1,120.13,120.13
O00631,P0110,Toys,2,146.6,293.2
O00632,P0041,Beauty,2,149.6,299.2
O00632,P0096,Beauty,1,711.7,711.7
O00632,P0019,Sports,1,147.29,147.29
O00633,P0166,Home,1,156.56,156.56
O00633,P0073,Home,2,98.49,196.98
O00633,P0173,Toys,1,234.11,234.11
O00634,P0059,Electronics,1,137.95,137.95
O00634,P0176,Toys,2,134.92,269.84
O00634,P0067,Toys,2,252.61,505.22
O00635,P0069,Electronics,1,148.52,148.52
O00635,P0170,Books,3,126.27,378.81
O00636,P0156,Home,2,126.81,253.62
O00637,P0069,Electronics,1,72.14,72.14
O00638,P0094,Toys,3,71.11,213.33
O00639,P0017,Books,2,286.85,573.7
O00639,P0055,Electronics,2,81.85,163.7
O00640,P0083,Sports,2,63.91,127.82
O00640,P0072,Home,1,70.33,70.33
O00641,P0046,Sports,3,205.69,617.07
O00642,P0168,Books,3,72.37,217.11
O00642,P0134,Beauty,1,154.01,154.01
O00643,P0059,Electronics,3,98.0,294.0
O00644,P0150,Fashion,2,47.43,94.86
O00644,P0007,Beauty,3,110.83,332.49
O00645,P0015,Beauty,2,396.54,793.08
